job_title,soft_skills,technical_skills
Green Infrastructure Coordinator,"['environmental', 'full', 'professional', 'specific', 'individual', 'additional']",[]
Green Infrastructure Planner,"['requirement', 'professional', 'individual', 'additional', 'urban', 'iv']",[]
Group Head- Alternative Investments Middle and Back Office Support,"['professional', 'managerial', 'administrative', 'financial', 'operational', 'license']",[]
HARM REDUCTION COMMUNITY COORDINATOR,"['related', 'equivalent', 'high', 'degree', 'environmental', 'english']",[]
HEADCOUNT & BUDGET ANALYST,"['professional', 'public', 'economic', 'national', 'higher', 'fiscal']",['analysis']
HEALTH AND SAFETY ANALYST,"['degree', 'professional', 'industrial', 'social', 'economic', 'public']",['analysis']
HEARING OFFICER,"['professional', 'public', 'economic', 'national', 'higher', 'fiscal']",['analysis']
HEAT Coordinator,"['social', 'psychiatric', 'public', 'direct', 'special', 'additional']",[]
HELP DESK LEVEL 1 REPRESENTATIVE,"['assignment', 'full', 'high', 'educational', 'public', 'clerical']",['database']
"HIV Program Associate, Bureau of STD Prevention and Control","['equivalent', 'social', 'biological', 'full', 'high', 'educational']",[]
HOTEL OUTREACH SPECIALIST,"['administrative', 'clerical', 'accredited', 'full', 'responsible', 'equivalent']",[]
HOUSING ASSISTANT,"['equivalent', 'high', 'acceptable', 'educational', 'full', 'applicant']",[]
HOUSING COURT APPLICATIONS PROCESSOR TEAM LEADER,"['full', 'educational', 'high', 'eighteen', 'placement', 'equivalent']",[]
HOUSING COURT COORDINATOR,"['administrative', 'full', 'clerical', 'supervisory', 'equivalent', 'high']",[]
HOUSING EXTERMINATOR (HA),"['appointment', 'valid', 'certain', 'commercial', 'industrial', 'issued']",[]
HOUSING EXTERMINATOR L1,"['appointment', 'valid', 'certain', 'commercial', 'industrial', 'issued']",[]
HOUSING MANAGER,"['equivalent', 'full', 'educational', 'high', 'undergraduate', 'administrative']",[]
"HOUSING UNIT, DATA   ANALYTICS COORDINATOR","['appropriate', 'environmental', 'physical', 'biological', 'full', 'probationary']",[]
HR Personnel Coordinator,"['education', 'administrative', 'professional', 'economic', 'degree', 'public']",['analysis']
HR Personnel Liaison,"['enhancement', 'english', 'environmental', 'epidemic', 'epidemiologic', 'epidemiological']",[]
HSU OUTREACH DIRECTOR,"['equivalent', 'full', 'urban', 'real', 'related', 'educational']",[]
HSU PROJECT LEAD,"['related', 'equivalent', 'high', 'degree', 'environmental', 'english']",[]
HUMAN CAPITAL SPECIALIST,"['professional', 'full', 'specialized', 'urban', 'educational', 'high']",[]
"Harlem Health Advocacy Partners Data Specialist, Bureau of Harlem Neighborhood Health","['appropriate', 'environmental', 'physical', 'biological', 'full', 'probationary']",[]
Head of Business Intelligence Services,"['degree', 'large', 'administrative', 'full', 'consultative', 'public']",[]
Head of Project & Operational Excellence,"['degree', 'large', 'administrative', 'full', 'consultative', 'public']",[]
"Health Content Manager, Bureau of Environmental Surveillance and Policy","['appropriate', 'environmental', 'physical', 'biological', 'full', 'probationary']",[]
"Health Education Associates, Brooklyn Neighborhood Health","['equivalent', 'high', 'related', 'english', 'environmental', 'epidemic']",[]
Hearing Claims Processor,"['clerical', 'high', 'minimum', 'key', 'equivalent', 'educational']",[]
Heat Coordinator,"['social', 'psychiatric', 'public', 'direct', 'special', 'additional']",[]
Heating Oversight Team Specialist,"['non', 'sufficient', 'requirement', 'equivalent', 'architectural', 'plumbing']",['data']
Heating Plant Technician,"['high', 'low', 'technical', 'vocational', 'fundamental', 'combine']",[]
Help Desk Level 1 Representative,"['assignment', 'full', 'high', 'educational', 'public', 'clerical']",['database']
Help Desk Specialist (Part Time) - Network Services,"['equivalent', 'mainframe', 'educational', 'past', 'technical', 'high']","['database', 'data']"
"Help Desk Technician (College Aide, II)","['acceptable', 'employed', 'appointment', 'maximum', 'full', 'special']",['data']
Highlands Regional Engineer,"['civil', 'baccalaureate', 'full', 'equal', 'english', 'equivalent']",[]
Home Assessor,"['minimum', 'requirement', 'cultural', 'early', 'criminal', 'social']",[]
Homeownership & Shared Equity Project Manager,"['related', 'equivalent', 'high', 'degree', 'environmental', 'english']",[]
Homicide Assistant District Attorney,"['minimum', 'current', 'original', 'paced', 'ethic', 'high']",[]
Homicide Counsel - Assistant District Attorney,"['good', 'current', 'excellent', 'criminal', 'handle', 'ethic']",[]
Hostler,"['full', 'english', 'enhancement', 'environmental', 'epidemic', 'epidemiologic']",[]
Housing Assistant for LHD - Inspections,"['equivalent', 'high', 'acceptable', 'educational', 'full', 'applicant']",[]
Housing Assistant for LHD - Vendor Change Unit,"['equivalent', 'high', 'acceptable', 'educational', 'full', 'applicant']",[]
Housing Division Summer College Intern,"['recent', 'interne', 'prospective', 'valid', 'enhancement', 'english']",[]
Housing Inspector,"['degree', 'architectural', 'total', 'equivalent', 'sufficient', 'valid']",['data']
Housing Quality Enforcement Specialist,"['equivalent', 'high', 'related', 'english', 'environmental', 'epidemic']",[]
Housing Quality Enforcement Specialist for the Division of Tenant Resources,"['equivalent', 'high', 'related', 'english', 'environmental', 'epidemic']",[]
Human Capital Analyst,"['professional', 'economic', 'public', 'national', 'higher', 'organizational']",['analysis']
Human Capital Summer College Intern,"['recent', 'interne', 'prospective', 'valid', 'enhancement', 'english']",[]
Human Resource Assistant,"['acceptable', 'employed', 'appointment', 'maximum', 'full', 'special']",['data']
Human Resources Administrative Assistant,"['clerical', 'high', 'minimum', 'key', 'equivalent', 'educational']",[]
Human Resources Generalist,"['administrative', 'clerical', 'accredited', 'full', 'responsible', 'equivalent']",[]
Human Resources Specialist,"['professional', 'economic', 'public', 'national', 'higher', 'organizational']",['analysis']
Human Resources Wellness Coordinator,"['equivalent', 'high', 'related', 'english', 'environmental', 'epidemic']",[]
I/C Facilities Plans Reviewer,"['professional', 'civil', 'regional', 'national', 'current', 'additional']",[]
ID Investigator Supervisor,"['assignment', 'forensic', 'individual', 'additional', 'criminalist', 'total']",[]
IFA Analyst,"['professional', 'economic', 'public', 'national', 'higher', 'organizational']",['analysis']
IMMIGRATION JUSTICE COORDINATOR,"['related', 'equivalent', 'high', 'degree', 'environmental', 'english']",[]
INDICENT MANAGEMENT SYSTEM PROGRAM MANAGER,"['professional', 'full', 'specialized', 'urban', 'educational', 'high']",[]
INDUSTRIAL HYGIENIST II,"['environmental', 'full', 'industrial', 'mechanical', 'equal', 'natural']",[]
INFOLINE- SECTION SUPERVISOR,"['administrative', 'clerical', 'accredited', 'full', 'responsible', 'equivalent']",[]
INSTRUMENTATION SPECIALIST,"['full', 'requirement', 'electrical', 'electronic', 'mechanical', 'electromechanical']",[]
INTAKE COORDINATOR,"['related', 'equivalent', 'high', 'degree', 'environmental', 'english']",[]
INTAKE WORKER,"['equivalent', 'high', 'related', 'english', 'environmental', 'epidemic']",[]
INTERAGENCY TRAINING SPECIALIST,"['professional', 'full', 'specialized', 'urban', 'educational', 'high']",[]
INVESTIGATOR,"['full', 'equivalent', 'fitness', 'criminal', 'high', 'unlawful']",[]
IPD&C Assistant Civil Engineer,"['civil', 'baccalaureate', 'full', 'equal', 'english', 'equivalent']",[]
IT .NET Developer,"['major', 'complex', 'full', 'high', 'educational', 'sixty']","['database', 'data', 'analysis', 'programming', 'software']"
IT Architect,"['related', 'full', 'equivalent', 'eligible', 'eleventh', 'environmental']",[]
"IT Automation Engineer, Cloud Services","['full', 'local', 'professional', 'educational', 'substituted', 'update']",[]
IT Contract Analyst,"['related', 'relevant', 'degree', 'particular', 'full', 'digital']",['data']
IT Intern,"['acceptable', 'employed', 'appointment', 'maximum', 'full', 'special']",['data']
IT MOBILE SUPPORT TECHNICIAN - EHVP,"['optic', 'electronic', 'cellular', 'physic', 'high', 'operational']",['analysis']
IT Mobile Support Technician - Tenant Helpline,"['optic', 'electronic', 'cellular', 'physic', 'high', 'operational']",['analysis']
IT Product Owner,"['equivalent', 'particular', 'related', 'full', 'eligible', 'english']",[]
IT Project Manager,"['major', 'complex', 'full', 'high', 'educational', 'sixty']","['database', 'data', 'analysis', 'programming', 'software']"
IT Project Manager for the Division of HPD Tech,"['major', 'complex', 'full', 'high', 'educational', 'sixty']","['database', 'data', 'analysis', 'programming', 'software']"
IT Security Specialist,"['full', 'engagement', 'english', 'environmental', 'epidemic', 'epidemiologic']",[]
IT Senior Developer,"['full', 'engagement', 'english', 'environmental', 'epidemic', 'epidemiologic']",[]
"IT Special Projects Manager, Office of Chief Information Officer","['related', 'relevant', 'degree', 'particular', 'full', 'digital']",['data']
IT Technical Support,"['full', 'equivalent', 'degree', 'educational', 'high', 'undergraduate']",[]
In-House EHS Officer,"['architectural', 'assignment', 'additional', 'equivalent', 'degree', 'high']",[]
Industrial Hygienist,"['environmental', 'full', 'industrial', 'mechanical', 'equal', 'natural']",[]
Industrial/Commercial Program Section Lead,"['architectural', 'equivalent', 'additional', 'accredited', 'complex', 'high']",[]
Information Representative/ Backup Cashier,"['clerical', 'high', 'minimum', 'key', 'equivalent', 'educational']",[]
Information Security Engineer/Architect,"['full', 'engagement', 'english', 'environmental', 'epidemic', 'epidemiologic']",[]
Information Security Specialist,"['full', 'engagement', 'english', 'environmental', 'epidemic', 'epidemiologic']",[]
Information Technology Division - Enterprise Data Management : Geographic Information Systems (GIS) Summer College Intern,"['recent', 'interne', 'prospective', 'valid', 'enhancement', 'english']",[]
Information Technology Division - Enterprise Data Management: Geographic Research Unit (GRU) Summer College Intern,"['recent', 'interne', 'prospective', 'valid', 'enhancement', 'english']",[]
Infrastructure Engineer,"['full', 'accredited', 'high', 'large', 'educational', 'technical']",['data']
Inspector,"['equivalent', 'high', 'educational', 'public', 'degree', 'appointment']",[]
Inspector General,"['managerial', 'administrative', 'supervisory', 'general', 'criminal', 'relevant']",['analysis']
Inspector for the Division of Co-op Readiness & Technical Services (CRTS),"['license', 'full', 'additional', 'valid', 'equivalent', 'professional']",[]
Inspector â School Safety,"['full', 'urban', 'additional', 'vehicular', 'equivalent', 'iii']",[]
"Inspector, Bureau of Environmental Disease and Injury Prevention","['public', 'medical', 'essential', 'biological', 'applied', 'physical']",[]
"Inspector, Bureau of Veterinary and Pest Control Services","['public', 'medical', 'essential', 'biological', 'applied', 'physical']",[]
Institutional Aide,"['write', 'simple', 'english', 'requirement', 'enhancement', 'environmental']",[]
Instructor,"['biological', 'physical', 'public', 'full', 'environmental', 'nycrr']",[]
"Instructor, Division of Environmental Health, Bureau of Environmental Administration (Health Academy)","['physical', 'biological', 'full', 'environmental', 'public', 'sanitarian']",[]
Instrumentation Specialist,"['full', 'requirement', 'electrical', 'electronic', 'mechanical', 'electromechanical']",[]
Instrumentation Specialist 1,"['full', 'requirement', 'electrical', 'electronic', 'mechanical', 'electromechanical']",[]
Instrumentation Specialist II,"['full', 'requirement', 'electrical', 'electronic', 'mechanical', 'electromechanical']",[]
Instrumentation Specialist II - 2 positions,"['full', 'requirement', 'electrical', 'electronic', 'mechanical', 'electromechanical']",[]
Instrumentation Specialist III,"['full', 'requirement', 'electrical', 'electronic', 'mechanical', 'electromechanical']",[]
"Intake Coordinator, for the Division of Property Management & Client Services","['related', 'equivalent', 'high', 'degree', 'environmental', 'english']",[]
Intake Specialist,"['clerical', 'high', 'minimum', 'key', 'equivalent', 'educational']",[]
Intelligence Analyst,"['equivalent', 'high', 'related', 'english', 'environmental', 'epidemic']",[]
Intergovernmental Coordinator,"['related', 'equivalent', 'high', 'degree', 'environmental', 'english']",[]
Internal Audit Officer,"['team', 'several', 'administrative', 'financial', 'full', 'managerial']",[]
Internal Auditor,"['public', 'internal', 'financial', 'valid', 'regional', 'professional']",[]
Interpreter/Translator,"['spanish', 'professional', 'english', 'educational', 'high', 'semester']",[]
"Intervention Quality Research Analyst, Early Intervention","['appropriate', 'environmental', 'physical', 'biological', 'full', 'probationary']",[]
"Intra-Agency Liaison, Bureau of Agency Preparedness and Response","['public', 'professional', 'full', 'related', 'degree', 'mental']",[]
Investigating Attorney â Racial Profiling and Biased Policing,"['legal', 'subsequent', 'comparable', 'related', 'united', 'incumbent']",[]
Investigative Attorney,"['equivalent', 'active', 'juris', 'educational', 'full', 'high']",[]
Investigative Auditor,"['full', 'educational', 'operational', 'industrial', 'high', 'major']",[]
Investigative Consultant Level 1,"['license', 'valid', 'posse', 'obtained', 'homicide', 'related']",[]
Investigative Consultant Level 2,"['license', 'valid', 'posse', 'obtained', 'homicide', 'related']",[]
Investigative Consultant Level I,"['license', 'valid', 'posse', 'obtained', 'homicide', 'related']",[]
Investigative Consultant Level II,"['license', 'valid', 'posse', 'obtained', 'homicide', 'related']",[]
Investigator,"['equivalent', 'full', 'educational', 'high', 'major', 'operational']",[]
Investigator (Criminal Investigations),"['equivalent', 'criminal', 'high', 'major', 'full', 'forensic']",[]
Investigator (Discipline),"['equivalent', 'criminal', 'high', 'major', 'full', 'forensic']",[]
Investigator - Employee Discipline,"['equivalent', 'criminal', 'forensic', 'full', 'high', 'appointment']",[]
Investigator Level 1,"['enhancement', 'english', 'environmental', 'epidemic', 'epidemiologic', 'epidemiological']",[]
Investment Officer- Fixed Income,"['english', 'environmental', 'epidemic', 'epidemiologic', 'epidemiological', 'equal']",[]
Investment Officer- Infrastructure,"['english', 'environmental', 'epidemic', 'epidemiologic', 'epidemiological', 'equal']",[]
Investment Officer- Private Equity,"['financial', 'major', 'responsible', 'considerable', 'equivalent', 'similar']",[]
Investment Officer- Real Estate,"['english', 'environmental', 'epidemic', 'epidemiologic', 'epidemiological', 'equal']",[]
JOB ADMIN ANALYST,"['technical', 'administrative', 'equivalent', 'full', 'specialized', 'scientific']",['data']
JOB ADMINISTRATION/PRODUCTION CONTROL TECHNICIAN,"['related', 'full', 'equivalent', 'enhancement', 'english', 'environmental']",[]
JOB CENTER DIRECTOR,"['equivalent', 'supervisory', 'eighteen', 'managerial', 'high', 'full']",[]
Job Order Contract Assistant,"['civil', 'acceptable', 'enhancement', 'english', 'environmental', 'epidemic']",[]
Job Order Contract Project Manager,"['architectural', 'equivalent', 'additional', 'accredited', 'complex', 'high']",[]
Junior Capital Budget Assistant,"['enhancement', 'english', 'environmental', 'epidemic', 'epidemiologic', 'epidemiological']",[]
Junior Director of Physical Accessibility,"['particular', 'studied', 'full', 'english', 'environmental', 'epidemic']",[]
Junior Engineer Design,"['civil', 'acceptable', 'enhancement', 'english', 'environmental', 'epidemic']",[]
Junior Landscape Designer,"['chea', 'regional', 'national', 'professional', 'full', 'valid']",[]
Junior Project Coordinator Intern,"['acceptable', 'employed', 'appointment', 'maximum', 'full', 'special']",['data']
Junior Project Manager,"['professional', 'public', 'english', 'environmental', 'epidemic', 'epidemiologic']",[]
Junior Writer,"['related', 'equivalent', 'high', 'degree', 'environmental', 'english']",[]
Juvenile Justice Trainer,"['related', 'equivalent', 'high', 'degree', 'environmental', 'english']",[]
K-12 Educator,"['related', 'equivalent', 'high', 'degree', 'environmental', 'english']",[]
KNOWLEDGE SPECIALIST ANALYST,"['related', 'full', 'baccalaureate', 'equivalent', 'enrolled', 'enhancement']",[]
LEAD ADVISOR FOR REENTRY SERVICES,"['equivalent', 'full', 'equal', 'professional', 'right', 'human']",[]
LEAD CONTRACT SPECIALIST,"['professional', 'public', 'economic', 'national', 'higher', 'fiscal']",['analysis']
LEAD PMO ANALYST,"['related', 'relevant', 'degree', 'particular', 'full', 'digital']",['data']
LEARNING & DEVELOPMENT DIRECTOR,"['professional', 'administrative', 'public', 'supervisory', 'managerial', 'equivalent']",[]
LEGAL ASSISTANCE HOUSING COURT LIAISON,"['administrative', 'clerical', 'accredited', 'full', 'responsible', 'equivalent']",[]
LEGAL SECRETARIAL ASSISTANT LEVEL 3,"['secretarial', 'full', 'professional', 'legal', 'equivalent', 'general']",[]
LGBTQIA+ Project Coordinator,"['related', 'equivalent', 'high', 'degree', 'environmental', 'english']",[]
LIEUTENANT,"['assignment', 'supervisory', 'minimum', 'special', 'administrative', 'satisfy']",[]
LINUX SYSTEMS ADMINISTRATOR,"['related', 'full', 'complex', 'datacenter', 'equivalent', 'emotional']",['cloud']
LMS Administrator,"['major', 'complex', 'full', 'high', 'educational', 'sixty']","['database', 'data', 'analysis', 'programming', 'software']"
LOCKSMITH,"['full', 'equivalent', 'technical', 'relevant', 'requirement', 'valid']",[]
Labor Law Investigator,"['full', 'equivalent', 'accredited', 'criminal', 'personal', 'unethical']",[]
Labor Relations Assistant,"['full', 'equivalent', 'high', 'educational', 'method', 'undergraduate']",['data']
Labor Relations Attorney III,"['legal', 'subsequent', 'comparable', 'related', 'united', 'incumbent']",[]
Labor Relations Hearing Officer (Attorney),"['administrative', 'industrial', 'equivalent', 'dispute', 'bargaining', 'allied']",[]
Laboratory Analyst/Quality Assurance Officer,"['laboratory', 'semester', 'degree', 'clinical', 'environmental', 'valid']",['analysis']
"Laboratory Associate, Bureau of the Public Health Laboratory","['equivalent', 'high', 'appropriate', 'full', 'chemical', 'medical']",[]
"Laboratory Microbiologist, Bureau of the Public Health Laboratory","['higher', 'professional', 'equivalent', 'national', 'medical', 'regional']",[]
Land Acquisition Specialist - 2 positions,"['professional', 'public', 'economic', 'national', 'higher', 'fiscal']",['analysis']
Land Use Review Division Summer College Intern,"['recent', 'interne', 'prospective', 'valid', 'enhancement', 'english']",[]
Law Student,"['current', 'enhancement', 'english', 'engagement', 'environmental', 'epidemic']",[]
Lead Home Visitor,"['full', 'equivalent', 'additional', 'educational', 'high', 'promotion']",['data']
Lead Resident Engineer,"['architectural', 'equivalent', 'additional', 'accredited', 'complex', 'high']",[]
Learning & Professional Development Coordinator (Per-Diem),"['managerial', 'administrative', 'equivalent', 'social', 'full', 'professional']",[]
Learning and Training Development Specialist,"['administrative', 'clerical', 'accredited', 'full', 'responsible', 'equivalent']",[]
Legal Assistant for the Mortgage Enforcement Litigation Division,"['administrative', 'supervisory', 'clerical', 'managerial', 'full', 'moderate']",[]
Legal Case Writer,"['related', 'equivalent', 'high', 'degree', 'environmental', 'english']",[]
Legal Coordinator,"['full', 'legal', 'paralegal', 'american', 'ex', 'federal']",[]
Legal Coordinator (Risk Management Accountability System),"['full', 'legal', 'paralegal', 'american', 'ex', 'federal']",[]
Legal Staff Associate,"['clerical', 'high', 'minimum', 'key', 'equivalent', 'educational']",[]
Legal Trainer,"['legal', 'subsequent', 'comparable', 'related', 'united', 'incumbent']",[]
Legislative Affairs Counsel,"['legal', 'subsequent', 'comparable', 'related', 'united', 'incumbent']",[]
Legislative Coordinator,"['related', 'equivalent', 'high', 'degree', 'environmental', 'english']",[]
Licensed Barber,"['enhancement', 'english', 'environmental', 'epidemic', 'epidemiologic', 'epidemiological']",[]
Licensing Initiatives Analyst,"['professional', 'economic', 'public', 'national', 'higher', 'organizational']",['analysis']
Litigation Director,"['legal', 'administrative', 'subsequent', 'responsible', 'full', 'significant']",[]
M/WBE Outreach and Compliance Analyst,"['related', 'equivalent', 'high', 'degree', 'environmental', 'english']",[]
MAILROOM SORTING CLERK,"['clerical', 'high', 'minimum', 'key', 'equivalent', 'educational']",[]
"MAILROOM, STOCKROOM & REPRODUCTION SECTION MANAGER","['administrative', 'clerical', 'accredited', 'full', 'responsible', 'equivalent']",[]
MAINFRAME SYSTEMS MANAGER,"['related', 'full', 'complex', 'datacenter', 'equivalent', 'emotional']",['cloud']
MAINTENANCE WORKER,"['full', 'electrical', 'mechanical', 'acceptable', 'vocational', 'mechanic']",[]
MANAGING DIRECTOR OF OUTREACH AND RACIAL JUSTICE,"['public', 'responsible', 'consultative', 'administrative', 'equivalent', 'full']",[]
MANHATTAN BOROUGH OFFICE SUMMER INTERN,"['recent', 'interne', 'prospective', 'valid', 'enhancement', 'english']",[]
MANHATTAN COMMUNITY PLANNER,"['related', 'equivalent', 'high', 'degree', 'environmental', 'english']",[]
MANHATTAN FJC CLIENT SERVICES COORDINATOR,"['related', 'equivalent', 'high', 'degree', 'environmental', 'english']",[]
MAP Analyst,"['enhancement', 'english', 'environmental', 'epidemic', 'epidemiologic', 'epidemiological']",[]
MAPPING & SPATIAL RECORDS SPECIALIST - PAR,"['requirement', 'professional', 'individual', 'additional', 'urban', 'iv']",[]
MARINER,"['able', 'united', 'valid', 'equal', 'english', 'epidemiological']",[]
MECHANICAL ENGINEERING INTERN,"['degree', 'mechanical', 'acceptable', 'enrolled', 'enhancement', 'english']",[]
MEDICAID ELIGIBILITY SPECIALIST,"['social', 'equivalent', 'representative', 'responsible', 'high', 'educational']",[]
MEDICAID HELPLINE AGENT,"['social', 'equivalent', 'representative', 'responsible', 'high', 'educational']",[]
MEDICAID REFERRAL COORDINATOR,"['administrative', 'clerical', 'accredited', 'full', 'responsible', 'equivalent']",[]
MEDICAID SUPPORT DIRECTOR,"['eighteen', 'full', 'responsible', 'managerial', 'administrative', 'equivalent']","['database', 'data']"
MEDICOLEGAL ANALYST,"['valid', 'physician', 'minimum', 'equivalent', 'icdcm', 'professional']",[]
MITIGATION & RESILIENCY SPECIALIST,"['professional', 'full', 'specialized', 'urban', 'educational', 'high']",[]
MITIGATION ADVISOR,"['professional', 'administrative', 'public', 'supervisory', 'managerial', 'equivalent']",[]
MONITORING & EVALUATION SPECIALIST,"['professional', 'full', 'specialized', 'urban', 'educational', 'high']",[]
MS -4 Coordinator,"['appropriate', 'environmental', 'physical', 'biological', 'full', 'probationary']",[]
MS4 Deputy Program Manager,"['appropriate', 'environmental', 'physical', 'biological', 'full', 'probationary']",[]
MS4 Program Manager,"['appropriate', 'environmental', 'physical', 'biological', 'full', 'probationary']",[]
Machinist,"['full', 'apprentice', 'vocational', 'relevant', 'high', 'technical']",[]
Mailroom Assistant,"['clerical', 'high', 'minimum', 'key', 'equivalent', 'educational']",[]
Mailroom Clerk,"['understand', 'understood', 'simple', 'english', 'formal', 'able']",[]
Mainframe Developer,"['major', 'full', 'equivalent', 'related', 'high', 'educational']","['database', 'data', 'analysis', 'programming', 'software']"
Mainframe Development Lead,"['full', 'degree', 'relevant', 'eighteen', 'responsible', 'administrative']","['database', 'data']"
Mainframe Operations,"['full', 'equivalent', 'high', 'educational', 'technical', 'emotional']","['database', 'data', 'analysis', 'programming', 'software']"
Mainframe Systems Programmer,"['related', 'full', 'complex', 'datacenter', 'equivalent', 'emotional']",['cloud']
Maintenance Worker,"['full', 'electrical', 'mechanical', 'acceptable', 'vocational', 'mechanic']",[]
"Maintenance Worker, Bureau of Operations","['full', 'electrical', 'mechanical', 'acceptable', 'vocational', 'mechanic']",[]
Manager,"['appropriate', 'environmental', 'physical', 'biological', 'full', 'probationary']",[]
Manager of Design & Construction,"['professional', 'civil', 'regional', 'national', 'current', 'additional']",[]
"Manager, Data Center Operations","['administrative', 'related', 'technical', 'pertinent', 'electronic', 'managerial']",['data']
Managerial Lump Sum Associate- Silver Stars Program,"['full', 'high', 'financial', 'educational', 'equivalent', 'english']",['analysis']
Marine Electronics Technician,"['electronic', 'electrical', 'programmable', 'current', 'logic', 'variable']",[]
Marine Engineer,"['assistant', 'second', 'valid', 'higher', 'united', 'appropriate']",[]
Marine Oiler,"['watertender', 'credential', 'vessel', 'valid', 'endorsement', 'guard']",[]
Marine Scientist,"['environmental', 'full', 'baccalaureate', 'additional', 'requirement', 'iii']",['analysis']
"Marketing Project Manager,  Bureau of Communications","['public', 'advertising', 'assignment', 'degree', 'full', 'baccalaureate']",[]
"Marketing Project Manager, Bureau of Communications","['public', 'advertising', 'assignment', 'degree', 'full', 'baccalaureate']",[]
Material Logistics Assistant (College Aide),"['acceptable', 'employed', 'appointment', 'maximum', 'full', 'special']",['data']
Mechanical Engineer,"['professional', 'mechanical', 'additional', 'current', 'national', 'last']",[]
Mechanical Engineer III,"['professional', 'mechanical', 'additional', 'current', 'national', 'last']",[]
Media Services Technician - IT Division,"['recognized', 'audio', 'high', 'equivalent', 'full', 'regional']",[]
Mediator,"['clerical', 'high', 'minimum', 'key', 'equivalent', 'educational']",[]
"Medical Record Librarian, I","['medical', 'librarian', 'full', 'eligible', 'individual', 'special']",[]
Medical records and Medical Review Board PAA,"['administrative', 'clerical', 'accredited', 'full', 'responsible', 'equivalent']",[]
Member Services Representative,"['equivalent', 'high', 'related', 'english', 'environmental', 'epidemic']",[]
Metering Associate,"['administrative', 'clerical', 'accredited', 'full', 'responsible', 'equivalent']",[]
Middleware Engineer,"['related', 'full', 'equivalent', 'eligible', 'eleventh', 'environmental']",[]
Modeler,"['statistic', 'public', 'related', 'full', 'requirement', 'individual']","['analysis', 'data', 'programming']"
Molecular Biologist,"['laboratory', 'major', 'technologist', 'accredited', 'medical', 'inorganic']",[]
Mortgage Analyst for the Division of Asset Management,"['related', 'equivalent', 'high', 'degree', 'environmental', 'english']",[]
Motor Vehicle Operator,"['license', 'valid', 'formal', 'moving', 'english', 'environmental']",[]
Motor Vehicle Supervisor,"['automotive', 'license', 'full', 'individual', 'additional', 'valid']",[]
Move and Portability Specialist for the Division of Tenant Resources,"['equivalent', 'high', 'related', 'english', 'environmental', 'epidemic']",[]
Multilingual Outreach Coordinator,"['equivalent', 'high', 'related', 'english', 'environmental', 'epidemic']",[]
Multimedia Designer / Producer,"['equivalent', 'associate', 'private', 'full', 'professional', 'graphic']",[]
NET AND SQL DEVELOPER,"['related', 'relevant', 'degree', 'particular', 'full', 'digital']",['data']
NETWORK SECURITY ENGINEER,"['full', 'local', 'professional', 'educational', 'substituted', 'update']",[]
"NFHV Admin Specialist, Old Broadway Office","['administrative', 'clerical', 'accredited', 'full', 'responsible', 'equivalent']",[]
"NFP Home Nurse Visitor,  Bureau of Maternal Infant and Reproductive Health","['nurse', 'professional', 'requirement', 'current', 'pediatric', 'full']",[]
"NRU Clinical Coordinator, Community Awareness, Action, Response & Engagement","['social', 'psychiatric', 'education', 'public', 'administrative', 'evidenced']",[]
NYC M/WBE Program Compliance Specialist,"['professional', 'degree', 'full', 'economic', 'assignment', 'public']",['analysis']
Natural Areas Outreach Coordinator,"['related', 'equivalent', 'high', 'degree', 'environmental', 'english']",[]
Natural Resources Landscape Architect,"['architectural', 'full', 'valid', 'current', 'january', 'national']",[]
Navigator,"['related', 'equivalent', 'high', 'degree', 'environmental', 'english']",[]
Neighborhood Planner,"['responsible', 'equivalent', 'administrative', 'diploma', 'educational', 'high']",[]
Network Engineer - IT Division,"['full', 'local', 'professional', 'educational', 'substituted', 'update']",[]
Network Engineer I LAN/WAN,"['professional', 'full', 'local', 'high', 'minimum', 'update']",[]
Network Operations Engineer,"['related', 'full', 'complex', 'datacenter', 'equivalent', 'emotional']",['cloud']
"Nurse Home Visitor, Bureau of Maternal Infant and Reproductive Health","['nurse', 'professional', 'requirement', 'current', 'pediatric', 'full']",[]
"Nurse Practitioner III (Part-Time), Bureau of Public Health Clinics","['nurse', 'placement', 'issued', 'current', 'individual', 'eligible']",[]
"Nurse Practitioner, Bureau of Public Health Clinics","['nurse', 'placement', 'issued', 'current', 'individual', 'eligible']",[]
OATH/ECB Hearing Attorney,"['legal', 'subsequent', 'comparable', 'related', 'united', 'incumbent']",[]
OATH/ECB Hearing Representative,"['accredited', 'appeal', 'endorsement', 'engagement', 'english', 'environmental']",[]
OFFICE MANAGER,"['administrative', 'clerical', 'accredited', 'full', 'responsible', 'equivalent']",[]
OFFICE MANAGER - Brooklyn B/C Office,"['administrative', 'supervisory', 'clerical', 'managerial', 'full', 'moderate']",[]
"OFFICE OF BUDGET ADMINISTRATION, REVENUE ANALYST","['professional', 'public', 'economic', 'national', 'higher', 'fiscal']",['analysis']
OMB ENTITY MANAGER,"['related', 'full', 'equivalent', 'eligible', 'eleventh', 'environmental']",[]
OPERATIONS SUPPORT DIRECTOR,"['professional', 'economic', 'public', 'fiscal', 'administrative', 'supervisory']",['analysis']
ORACLE DATABASE ADMINISTRATOR,"['related', 'relevant', 'degree', 'particular', 'full', 'digital']",['data']
OTPS BUDGET MANAGER,"['managerial', 'professional', 'administrative', 'procurement', 'supervisory', 'full']",[]
